alpha,run_idx,algorithm,nue,sq_error,rel_sq_error,rmse,elapsed_sec
0.866025,1,OFA_fixed,4500,0.29734209289939467,0.00030684675910205384,0.086218051024625153,22.9646
0.866025,1,OFA_fixed,5000,0.23944590454098705,0.00024709989450945715,0.077370198484459599,22.9646
0.866025,2,EaseSHAP_boundary_size_player,500,0.7495322164439906,0.00077349133187219147,0.13688793011474665,32.867
0.866025,2,EaseSHAP_boundary_size_player,1000,0.27120022551161371,0.00027986925582763401,0.082340789635455547,32.867
0.866025,2,EaseSHAP_boundary_size_player,1500,0.20829025144065869,0.00021494833773414977,0.072161321260190814,32.867
0.866025,2,EaseSHAP_boundary_size_player,2000,0.16562705052410998,0.00017092138949244189,0.064348086708951563,32.867
0.866025,2,EaseSHAP_boundary_size_player,2500,0.10157574558965697,0.00010482265740998433,0.050392396646135269,32.867
0.866025,2,EaseSHAP_boundary_size_player,3000,0.085453536404296399,8.8185094965143791e-05,0.046220540997563078,32.867
0.866025,2,EaseSHAP_boundary_size_player,3500,0.080463379871303045,8.3035425960563812e-05,0.044850691151670966,32.867
0.866025,2,EaseSHAP_boundary_size_player,4000,0.070891497919582075,7.3157574739590587e-05,0.042098544487779527,32.867
0.866025,2,EaseSHAP_boundary_size_player,4500,0.063263462646723043,6.5285706081610507e-05,0.039769166023039461,32.867
0.866025,2,EaseSHAP_boundary_size_player,5000,0.060636030597856633,6.257428705212144e-05,0.038934570306430973,32.867
0.866025,2,OFA_fixed,500,3.0061508834745583,0.0031022437723879424,0.27414188313146159,22.9942
0.866025,2,OFA_fixed,1000,1.5374385123843868,0.0015865833869792888,0.19605091892059487,22.9942
0.866025,2,OFA_fixed,1500,1.0082877624448892,0.0010405181087265619,0.15876773620960347,22.9942
0.866025,2,OFA_fixed,2000,0.55345236631030359,0.00057114370610534279,0.1176278417627289,22.9942
0.866025,2,OFA_fixed,2500,0.40854019500994165,0.00042159935574320723,0.10106188636300305,22.9942
0.866025,2,OFA_fixed,3000,0.36537955094910352,0.0003770590633759692,0.09557451947944906,22.9942
0.866025,2,OFA_fixed,3500,0.40845413919158907,0.00042151054911409571,0.10105124185179382,22.9942
0.866025,2,OFA_fixed,4000,0.37267668117923886,0.00038458944947108639,0.096524178470893868,22.9942
0.866025,2,OFA_fixed,4500,0.34743471521820746,0.00035854061335447411,0.093198003629129236,22.9942
0.866025,2,OFA_fixed,5000,0.31227063282924877,0.00032225249614699765,0.088355904277706412,22.9942
0.866025,3,EaseSHAP_boundary_size_player,500,0.55458245773284476,0.0005723099213798586,0.11774787235156788,32.2659
0.866025,3,EaseSHAP_boundary_size_player,1000,0.11374393897906911,0.00011737981226572642,0.053325401775108333,32.2659
0.866025,3,EaseSHAP_boundary_size_player,1500,0.11141733226014396,0.00011497883457553173,0.052777204421071776,32.2659
0.866025,3,EaseSHAP_boundary_size_player,2000,0.086292828766879562,8.9051215664324058e-05,0.046446966738119606,32.2659
0.866025,3,EaseSHAP_boundary_size_player,2500,0.098307613614877581,0.00010145005820951339,0.0495750979865087,32.2659
0.866025,3,EaseSHAP_boundary_size_player,3000,0.094055941251609626,9.7062479334584462e-05,0.048491221177551724,32.2659
